rank,country,lower_single_house_elections,lower_single_house_seats,lower_single_house_women,lower_single_house_percent_w,upper_house_senate_elections,upper_house_senate_seats,upper_house_senate_women,upper_house_senate_percent_w,lower_single_house_elections_year,upper_house_senate_elections_year
“,Bulgaria,2017-03-01,240.0,62.0,0.25833333333333336,,0.0,0.0,,2017,NaT
67,Republic of Moldova,2019-02-01,101.0,26.0,0.25742574257425743,,0.0,0.0,,2019,NaT
68,Iraq,2018-05-01,329.0,83.0,0.25227963525835867,,0.0,0.0,,2018,NaT
69,Dominica,2014-12-01,32.0,8.0,0.25,,0.0,0.0,,2014,NaT
“,Luxembourg,2018-10-01,60.0,15.0,0.25,,0.0,0.0,,2018,NaT
“,San Marino,2016-11-01,60.0,15.0,0.25,,0.0,0.0,,2016,NaT
“,Turkmenistan,2018-03-01,124.0,31.0,0.25,,0.0,0.0,,2018,NaT
73,China,2018-03-01,2975.0,742.0,0.24941176470588236,,0.0,0.0,,2018,NaT
74,Somalia,2016-10-01,275.0,67.0,0.24363636363636362,2016-10-01,54.0,13.0,0.24074074074074073,2016,2016
75,Armenia,2018-12-01,132.0,32.0,0.24242424242424243,,0.0,0.0,,2018,NaT
76,Cabo Verde,2016-03-01,72.0,17.0,0.2361111111111111,,0.0,0.0,,2016,NaT
77,Montenegro,2016-10-01,81.0,19.0,0.2345679012345679,,0.0,0.0,,2016,NaT
“,United States of America,2018-11-01,434.0,102.0,0.2350230414746544,2018-11-01,100.0,25.0,0.25,2018,2018
79,Israel,2019-09-01,120.0,28.0,0.23333333333333334,,0.0,0.0,,2019,NaT
“,Lesotho,2017-06-01,120.0,28.0,0.23333333333333334,2017-07-01,32.0,7.0,0.21875,2017,2017
81,Singapore,2015-09-01,100.0,23.0,0.23,,0.0,0.0,,2015,NaT
82,Malawi,2019-05-01,192.0,44.0,0.22916666666666666,,0.0,0.0,,2019,NaT
83,Guinea,2013-09-01,114.0,26.0,0.22807017543859648,,0.0,0.0,,2013,NaT
84,Chile,2017-11-01,155.0,35.0,0.22580645161290322,2017-11-01,43.0,10.0,0.23255813953488372,2017,2017
85,Czech Republic,2017-10-01,200.0,45.0,0.225,2018-10-01,81.0,13.0,0.16049382716049382,2017,2018
“,United Arab Emirates,2015-10-01,40.0,9.0,0.225,,0.0,0.0,,2015,NaT
87,Ireland,2016-02-01,158.0,35.0,0.22151898734177214,2016-04-01,60.0,18.0,0.3,2016,2016
“,Uruguay,2014-10-01,99.0,22.0,0.2222222222222222,2014-10-01,31.0,8.0,0.25806451612903225,2014,2014
“,Venezuela Bolivarian Republic of,2015-12-01,167.0,37.0,0.2215568862275449,,0.0,0.0,,2015,NaT
90,Eritrea,1994-02-01,150.0,33.0,0.22,,0.0,0.0,,1994,NaT
91,Kenya,2017-08-01,349.0,76.0,0.2177650429799427,2017-08-01,68.0,21.0,0.3088235294117647,2017,2017
92,Bosnia and Herzegovina,2018-10-01,42.0,9.0,0.21428571428571427,2019-02-01,15.0,3.0,0.2,2018,2019
93,Lithuania,2016-10-01,141.0,30.0,0.2127659574468085,,0.0,0.0,,2016,NaT
94,Seychelles,2016-09-01,33.0,7.0,0.21212121212121213,,0.0,0.0,,2016,NaT
95,Honduras,2017-11-01,128.0,27.0,0.2109375,,0.0,0.0,,2017,NaT
“,Panama,2019-05-01,71.0,15.0,0.2112676056338028,,0.0,0.0,,2019,NaT
97,Equatorial Guinea,2017-11-01,100.0,21.0,0.21,2017-11-01,72.0,12.0,0.16666666666666666,2017,2017
98,Greece,2019-07-01,300.0,62.0,0.20666666666666667,,0.0,0.0,,2019,NaT
“,Romania,2016-12-01,329.0,68.0,0.2066869300911854,2016-12-01,136.0,19.0,0.13970588235294118,2016,2016
100,Bangladesh,2018-12-01,349.0,72.0,0.20630372492836677,,0.0,0.0,,2018,NaT
101,Croatia,2016-09-01,151.0,31.0,0.2052980132450331,,0.0,0.0,,2016,NaT
“,Morocco,2016-10-01,395.0,81.0,0.20506329113924052,2015-10-01,120.0,14.0,0.11666666666666667,2016,2015
“,Ukraine,2019-07-01,424.0,87.0,0.20518867924528303,,0.0,0.0,,2019,NaT
104,Mauritania,2018-09-01,153.0,31.0,0.20261437908496732,,0.0,0.0,,2018,NaT
105,Pakistan,2018-07-01,341.0,69.0,0.20234604105571846,2018-03-01,104.0,20.0,0.19230769230769232,2018,2018
106,Barbados,2018-05-01,30.0,6.0,0.2,2018-06-01,21.0,9.0,0.42857142857142855,2018,2018
“,Cambodia,2018-07-01,125.0,25.0,0.2,2018-02-01,62.0,11.0,0.1774193548387097,2018,2018
“,Slovakia,2016-03-01,150.0,30.0,0.2,,0.0,0.0,,2016,NaT
109,Saudi Arabia,2016-12-01,151.0,30.0,0.1986754966887417,,0.0,0.0,,2016,NaT
110,Fiji,2018-11-01,51.0,10.0,0.19607843137254902,,0.0,0.0,,2018,NaT
111,Guatemala,2019-06-01,160.0,31.0,0.19375,,0.0,0.0,,2019,NaT
112,Kyrgyzstan,2015-10-01,120.0,23.0,0.19166666666666668,,0.0,0.0,,2015,NaT
113,Tajikistan,2015-03-01,63.0,12.0,0.19047619047619047,2015-03-01,32.0,7.0,0.21875,2015,2015
114,Colombia,2018-03-01,171.0,32.0,0.1871345029239766,2018-03-01,105.0,22.0,0.20952380952380953,2018,2018
115,Zambia,2016-08-01,167.0,30.0,0.17964071856287425,,0.0,0.0,,2016,NaT
116,Cyprus,2016-05-01,56.0,10.0,0.17857142857142858,,0.0,0.0,,2016,NaT
“,Gabon,2018-10-01,134.0,24.0,0.1791044776119403,2014-12-01,100.0,18.0,0.18,2018,2014
118,Democratic People's Republic of Korea,2019-03-01,687.0,121.0,0.17612809315866085,,0.0,0.0,,2019,NaT
119,Jamaica,2016-02-01,63.0,11.0,0.1746031746031746,2016-03-01,21.0,5.0,0.23809523809523808,2016,2016
“,Türkiye,2018-06-01,596.0,104.0,0.174496644295302,,0.0,0.0,,2018,NaT
121,Indonesia,2019-04-01,575.0,100.0,0.17391304347826086,,0.0,0.0,,2019,NaT
122,Mongolia,2016-06-01,76.0,13.0,0.17105263157894737,,0.0,0.0,,2016,NaT
123,Niger,2016-02-01,171.0,29.0,0.1695906432748538,,0.0,0.0,,2016,NaT
124,Azerbaijan,2015-11-01,119.0,20.0,0.16806722689075632,,0.0,0.0,,2015,NaT
125,Republic of Korea,2016-04-01,300.0,50.0,0.16666666666666666,,0.0,0.0,,2016,NaT
“,Saint Lucia,2016-06-01,18.0,3.0,0.16666666666666666,2016-07-01,11.0,3.0,0.2727272727272727,2016,2016
127,Togo,2018-12-01,91.0,15.0,0.16483516483516483,,0.0,0.0,,2018,NaT
128,Thailand,2019-03-01,500.0,81.0,0.162,2019-05-01,250.0,25.0,0.1,2019,2019
129,Libya,2014-06-01,188.0,30.0,0.1595744680851064,,0.0,0.0,,2014,NaT
“,Uzbekistan,2014-12-01,150.0,24.0,0.16,2015-01-01,100.0,17.0,0.17,2014,2015
131,Madagascar,2019-05-01,151.0,24.0,0.15894039735099338,2015-12-01,62.0,12.0,0.1935483870967742,2019,2015
132,Russian Federation,2016-09-01,450.0,71.0,0.15777777777777777,,170.0,31.0,0.18235294117647058,2016,NaT
133,Jordan,2016-09-01,130.0,20.0,0.15384615384615385,2016-09-01,65.0,10.0,0.15384615384615385,2016,2016
134,Bahrain,2018-11-01,40.0,6.0,0.15,2018-12-01,40.0,9.0,0.225,2018,2018
“,Brazil,2018-10-01,513.0,77.0,0.15009746588693956,2018-10-01,81.0,12.0,0.14814814814814814,2018,2018
“,Paraguay,2018-04-01,80.0,12.0,0.15,2018-04-01,45.0,9.0,0.2,2018,2018
137,Bhutan,2018-10-01,47.0,7.0,0.14893617021276595,2018-04-01,25.0,4.0,0.16,2018,2018
“,Chad,2011-02-01,168.0,25.0,0.1488095238095238,,0.0,0.0,,2011,NaT
“,Egypt,2015-10-01,596.0,89.0,0.1493288590604027,,0.0,0.0,,2015,NaT
“,Malta,2017-06-01,67.0,10.0,0.14925373134328357,,0.0,0.0,,2017,NaT
141,Georgia,2016-10-01,149.0,22.0,0.1476510067114094,,0.0,0.0,,2016,NaT
142,Sao Tome and Principe,2018-10-01,55.0,8.0,0.14545454545454545,,0.0,0.0,,2018,NaT
143,India,2019-04-01,542.0,78.0,0.14391143911439114,2018-01-01,244.0,28.0,0.11475409836065574,2019,2018
“,Malaysia,2018-05-01,222.0,32.0,0.14414414414414414,,68.0,13.0,0.19117647058823528,2018,NaT
145,Guinea-Bissau,2019-03-01,102.0,14.0,0.13725490196078433,,0.0,0.0,,2019,NaT
146,Burkina Faso,2015-11-01,127.0,17.0,0.13385826771653545,,0.0,0.0,,2015,NaT
147,Saint Kitts and Nevis,2015-02-01,15.0,2.0,0.13333333333333333,,0.0,0.0,,2015,NaT
148,Syrian Arab Republic,2016-04-01,250.0,33.0,0.132,,0.0,0.0,,2016,NaT
149,Ghana,2016-12-01,275.0,36.0,0.13090909090909092,,0.0,0.0,,2016,NaT
150,Saint Vincent and the Grenadines,2015-12-01,23.0,3.0,0.13043478260869565,,0.0,0.0,,2015,NaT
151,Bahamas,2017-05-01,39.0,5.0,0.1282051282051282,2017-05-01,16.0,7.0,0.4375,2017,2017
152,Hungary,2018-04-01,199.0,25.0,0.12562814070351758,,0.0,0.0,,2018,NaT
153,Palau,2016-11-01,16.0,2.0,0.125,2016-11-01,13.0,2.0,0.15384615384615385,2016,2016
154,Liberia,2017-10-01,73.0,9.0,0.1232876712328767,2014-12-01,30.0,3.0,0.1,2017,2014
“,Sierra Leone,2018-03-01,146.0,18.0,0.1232876712328767,,0.0,0.0,,2018,NaT
156,Liechtenstein,2017-02-01,25.0,3.0,0.12,,0.0,0.0,,2017,NaT
157,Mauritius,2014-12-01,69.0,8.0,0.11594202898550725,,0.0,0.0,,2014,NaT
158,Congo,2017-07-01,151.0,17.0,0.11258278145695365,2017-08-01,69.0,13.0,0.18840579710144928,2017,2017
“,Myanmar,2015-11-01,433.0,49.0,0.11316397228637413,2015-11-01,224.0,27.0,0.12053571428571429,2015,2015
160,Antigua and Barbuda,2018-03-01,18.0,2.0,0.1111111111111111,2018-03-01,17.0,9.0,0.5294117647058824,2018,2018
161,Côte d'Ivoire,2016-12-01,255.0,28.0,0.10980392156862745,2018-03-01,99.0,19.0,0.1919191919191919,2016,2018
162,Nauru,2019-08-01,19.0,2.0,0.10526315789473684,,0.0,0.0,,2019,NaT
163,Gambia The,2017-04-01,58.0,6.0,0.10344827586206896,,0.0,0.0,,2017,NaT
164,Japan,2017-10-01,465.0,47.0,0.1010752688172043,2019-07-01,245.0,56.0,0.22857142857142856,2017,2019
165,Democratic Republic of the Congo,2018-12-01,500.0,50.0,0.1,2019-03-01,109.0,23.0,0.21100917431192662,2018,2019
“,Samoa,2016-03-01,50.0,5.0,0.1,,0.0,0.0,,2016,NaT
167,Qatar,2016-06-01,41.0,4.0,0.0975609756097561,,0.0,0.0,,2016,NaT
168,Botswana,2014-10-01,63.0,6.0,0.09523809523809523,,0.0,0.0,,2014,NaT
“,Mali,2013-11-01,147.0,14.0,0.09523809523809523,,0.0,0.0,,2013,NaT
170,Belize,2015-11-01,32.0,3.0,0.09375,2015-11-01,13.0,2.0,0.15384615384615385,2015,2015
171,Brunei Darussalam,2017-01-01,33.0,3.0,0.09090909090909091,,0.0,0.0,,2017,NaT
“,Marshall Islands,2015-11-01,33.0,3.0,0.09090909090909091,,0.0,0.0,,2015,NaT
173,Central African Republic,2016-02-01,140.0,12.0,0.08571428571428572,,0.0,0.0,,2016,NaT
174,Tonga,2017-11-01,27.0,2.0,0.07407407407407407,,0.0,0.0,,2017,NaT
175,Eswatini,2018-09-01,69.0,5.0,0.07246376811594203,2018-10-01,30.0,7.0,0.23333333333333334,2018,2018
176,Benin,2019-04-01,83.0,6.0,0.07228915662650602,,0.0,0.0,,2019,NaT
177,Kiribati,2015-12-01,46.0,3.0,0.06521739130434782,,0.0,0.0,,2015,NaT
178,Tuvalu,2019-09-01,16.0,1.0,0.0625,,0.0,0.0,,2019,NaT
179,Comoros,2015-01-01,33.0,2.0,0.06060606060606061,,0.0,0.0,,2015,NaT
180,Iran Islamic Republic of,2016-02-01,289.0,17.0,0.058823529411764705,,0.0,0.0,,2016,NaT
181,Sri Lanka,2015-08-01,225.0,12.0,0.05333333333333334,,0.0,0.0,,2015,NaT
182,Lebanon,2018-05-01,128.0,6.0,0.046875,,0.0,0.0,,2018,NaT
183,Kuwait,2016-11-01,65.0,3.0,0.046153846153846156,,0.0,0.0,,2016,NaT
“,Maldives,2019-04-01,87.0,4.0,0.04597701149425287,,0.0,0.0,,2019,NaT
185,Solomon Islands,2019-04-01,49.0,2.0,0.04081632653061224,,0.0,0.0,,2019,NaT
186,Nigeria,2019-02-01,355.0,12.0,0.03380281690140845,2019-02-01,107.0,7.0,0.06542056074766354,2019,2019
187,Haiti,2015-08-01,118.0,3.0,0.025423728813559324,2016-11-01,28.0,1.0,0.03571428571428571,2015,2016
188,Oman,2015-10-01,85.0,1.0,0.011764705882352941,2015-11-01,85.0,14.0,0.16470588235294117,2015,2015
189,Yemen,2003-04-01,301.0,1.0,0.0033222591362126247,2001-04-01,111.0,3.0,0.02702702702702703,2003,2001
190,Micronesia Federated States of,2019-03-01,14.0,0.0,0.0,,0.0,0.0,,2019,NaT
“,Papua New Guinea,2017-06-01,111.0,0.0,0.0,,0.0,0.0,,2017,NaT
“,Vanuatu,2016-01-01,52.0,0.0,0.0,,0.0,0.0,,2016,NaT
Suspended,Sudan,,,,,,0.0,0.0,,NaT,NaT
3,Bolivia Plurinational State of,2019-10-01,130.0,69.0,0.5307692307692308,2019-10-01,36.0,17.0,0.4722222222222222,2019,2019
4,United Arab Emirates,2019-10-01,40.0,20.0,0.5,,0.0,0.0,,2019,NaT
6,Nicaragua,2016-11-01,91.0,43.0,0.4725274725274725,,0.0,0.0,,2016,NaT
7,Sweden,2018-09-01,349.0,164.0,0.4699140401146132,,0.0,0.0,,2018,NaT
8,Grenada,2018-03-01,15.0,7.0,0.4666666666666667,2018-04-01,13.0,4.0,0.3076923076923077,2018,2018
9,Andorra,2019-04-01,28.0,13.0,0.4642857142857143,,0.0,0.0,,2019,NaT
“,South Africa,2019-05-01,399.0,185.0,0.46365914786967416,2019-05-01,53.0,20.0,0.37735849056603776,2019,2019
11,Finland,2019-04-01,200.0,92.0,0.46,,0.0,0.0,,2019,NaT
13,Spain,2019-11-01,350.0,154.0,0.44,2019-11-01,264.0,103.0,0.39015151515151514,2019,2019
14,Namibia,2019-11-01,104.0,45.0,0.4326923076923077,2015-12-01,42.0,8.0,0.19047619047619047,2019,2015
15,Senegal,2017-07-01,165.0,71.0,0.4303030303030303,,0.0,0.0,,2017,NaT
16,Mozambique,2019-10-01,250.0,106.0,0.424,,0.0,0.0,,2019,NaT
17,Switzerland,2019-10-01,200.0,83.0,0.415,2019-10-01,46.0,12.0,0.2608695652173913,2019,2019
18,Norway,2017-09-01,169.0,70.0,0.41420118343195267,,0.0,0.0,,2017,NaT
19,Argentina,2019-10-01,257.0,105.0,0.4085603112840467,2019-10-01,72.0,29.0,0.4027777777777778,2019,2019
20,New Zealand,2017-09-01,120.0,49.0,0.4083333333333333,,0.0,0.0,,2017,NaT
21,Belgium,2019-05-01,150.0,61.0,0.4066666666666667,2019-07-01,60.0,27.0,0.45,2019,2019
22,Belarus,2019-11-01,110.0,44.0,0.4,2019-11-01,60.0,15.0,0.25,2019,2019
“,Portugal,2019-10-01,230.0,92.0,0.4,,0.0,0.0,,2019,NaT
24,Denmark,2019-06-01,179.0,71.0,0.39664804469273746,,0.0,0.0,,2019,NaT
25,France,2017-06-01,577.0,228.0,0.3951473136915078,2020-09-01,348.0,116.0,0.3333333333333333,2017,2020
26,Ecuador,2017-02-01,137.0,54.0,0.39416058394160586,,0.0,0.0,,2017,NaT
27,Austria,2019-09-01,183.0,72.0,0.39344262295081966,,61.0,22.0,0.36065573770491804,2019,NaT
28,Ethiopia,2015-05-01,547.0,212.0,0.3875685557586837,2015-10-01,153.0,49.0,0.3202614379084967,2015,2015
“,Serbia,2020-06-01,250.0,97.0,0.388,,0.0,0.0,,2020,NaT
30,Timor-Leste,2018-05-01,65.0,25.0,0.38461538461538464,,0.0,0.0,,2018,NaT
31,North Macedonia,2020-07-01,120.0,46.0,0.38333333333333336,,0.0,0.0,,2020,NaT
32,Burundi,2020-05-01,123.0,47.0,0.3821138211382114,2020-07-01,39.0,16.0,0.41025641025641024,2020,2020
33,Iceland,2017-10-01,63.0,24.0,0.38095238095238093,,0.0,0.0,,2017,NaT
34,United Republic of Tanzania,2015-10-01,393.0,145.0,0.36895674300254455,,0.0,0.0,,2015,NaT
35,Guyana,2020-03-01,70.0,25.0,0.35714285714285715,,0.0,0.0,,2020,NaT
“,Italy,2018-03-01,630.0,225.0,0.35714285714285715,2018-03-01,320.0,110.0,0.34375,2018,2018
37,Uganda,2016-02-01,459.0,160.0,0.3485838779956427,,0.0,0.0,,2016,NaT
38,Dominica,2019-12-01,32.0,11.0,0.34375,,0.0,0.0,,2019,NaT
39,Cameroon,2020-02-01,180.0,61.0,0.3388888888888889,2018-03-01,100.0,26.0,0.26,2020,2018
“,United Kingdom,2019-12-01,650.0,220.0,0.3384615384615385,,795.0,213.0,0.2679245283018868,2019,NaT
41,El Salvador,2018-03-01,84.0,28.0,0.3333333333333333,,0.0,0.0,,2018,NaT
“,Monaco,2018-02-01,24.0,8.0,0.3333333333333333,,0.0,0.0,,2018,NaT
“,Netherlands,2017-03-01,150.0,50.0,0.3333333333333333,2019-05-01,75.0,29.0,0.38666666666666666,2017,2019
“,San Marino,2019-12-01,60.0,20.0,0.3333333333333333,,0.0,0.0,,2019,NaT
45,Nepal,2017-11-01,275.0,90.0,0.32727272727272727,2020-01-01,58.0,22.0,0.3793103448275862,2017,2020
46,Uzbekistan,2019-12-01,150.0,48.0,0.32,2020-01-01,97.0,24.0,0.24742268041237114,2019,2020
47,Zimbabwe,2018-07-01,270.0,86.0,0.31851851851851853,2018-07-01,80.0,35.0,0.4375,2018,2018
48,Germany,2017-09-01,709.0,221.0,0.31170662905500707,,69.0,25.0,0.36231884057971014,2017,NaT
49,Croatia,2020-07-01,151.0,47.0,0.31125827814569534,,0.0,0.0,,2020,NaT
50,Angola,2017-08-01,220.0,66.0,0.3,,0.0,0.0,,2017,NaT
“,Australia,2019-05-01,150.0,45.0,0.3,2019-05-01,76.0,38.0,0.5,2019,2019
“,Luxembourg,2018-10-01,60.0,18.0,0.3,,0.0,0.0,,2018,NaT
54,Albania,2017-06-01,122.0,36.0,0.29508196721311475,,0.0,0.0,,2017,NaT
“,Singapore,2020-07-01,95.0,28.0,0.29473684210526313,,0.0,0.0,,2020,NaT
56,Suriname,2020-05-01,51.0,15.0,0.29411764705882354,,0.0,0.0,,2020,NaT
57,Canada,2019-10-01,338.0,98.0,0.28994082840236685,,96.0,48.0,0.5,2019,NaT
58,Estonia,2019-03-01,101.0,29.0,0.2871287128712871,,0.0,0.0,,2019,NaT
“,Poland,2019-10-01,460.0,132.0,0.28695652173913044,2019-10-01,100.0,24.0,0.24,2019,2019
60,Jamaica,2020-09-01,63.0,18.0,0.2857142857142857,2020-09-01,21.0,8.0,0.38095238095238093,2020,2020
61,South Sudan,2016-08-01,383.0,109.0,0.2845953002610966,2011-08-01,50.0,6.0,0.12,2016,2011
62,Philippines,2019-05-01,304.0,85.0,0.27960526315789475,2019-05-01,24.0,7.0,0.2916666666666667,2019,2019
63,Dominican Republic,2020-07-01,190.0,53.0,0.2789473684210526,2020-07-01,32.0,4.0,0.125,2020,2020
“,Mali,2020-03-01,147.0,41.0,0.2789115646258503,,0.0,0.0,,2020,NaT
65,Slovenia,2018-06-01,90.0,25.0,0.2777777777777778,2017-11-01,40.0,4.0,0.1,2018,2017
66,Israel,2020-03-01,120.0,33.0,0.275,,0.0,0.0,,2020,NaT
“,Lao People's Democratic Republic,2016-03-01,149.0,41.0,0.2751677852348993,,0.0,0.0,,2016,NaT
68,Kazakhstan,2016-03-01,107.0,29.0,0.27102803738317754,2020-08-01,48.0,9.0,0.1875,2016,2020
69,Afghanistan,2018-10-01,248.0,67.0,0.2701612903225806,2015-01-01,68.0,19.0,0.27941176470588236,2018,2015
70,Bulgaria,2017-03-01,240.0,64.0,0.26666666666666666,,0.0,0.0,,2017,NaT
“,Viet Nam,2016-05-01,494.0,132.0,0.26720647773279355,,0.0,0.0,,2016,NaT
72,Iraq,2018-05-01,329.0,87.0,0.26443768996960487,,0.0,0.0,,2018,NaT
73,Djibouti,2018-02-01,65.0,17.0,0.26153846153846155,,0.0,0.0,,2018,NaT
“,Peru,2020-01-01,130.0,34.0,0.26153846153846155,,0.0,0.0,,2020,NaT
“,Trinidad and Tobago,2020-08-01,42.0,11.0,0.2619047619047619,2020-08-01,32.0,13.0,0.40625,2020,2020
76,Algeria,2017-05-01,462.0,119.0,0.25757575757575757,2018-12-01,141.0,8.0,0.05673758865248227,2017,2018
77,Cabo Verde,2016-03-01,72.0,18.0,0.25,,0.0,0.0,,2016,NaT
“,Saint Kitts and Nevis,2020-06-01,16.0,4.0,0.25,,0.0,0.0,,2020,NaT
80,China,2018-03-01,2975.0,742.0,0.24941176470588236,,0.0,0.0,,2018,NaT
“,Tunisia,2019-10-01,217.0,54.0,0.2488479262672811,,0.0,0.0,,2019,NaT
82,Republic of Moldova,2019-02-01,101.0,25.0,0.24752475247524752,,0.0,0.0,,2019,NaT
83,Somalia,2016-10-01,275.0,67.0,0.24363636363636362,2016-10-01,54.0,13.0,0.24074074074074073,2016,2016
84,Lithuania,2016-10-01,141.0,34.0,0.24113475177304963,,0.0,0.0,,2016,NaT
85,Tajikistan,2020-03-01,63.0,15.0,0.23809523809523808,2020-03-01,31.0,7.0,0.22580645161290322,2020,2020
86,Sao Tome and Principe,2018-10-01,55.0,13.0,0.23636363636363636,,0.0,0.0,,2018,NaT
87,Armenia,2018-12-01,132.0,31.0,0.23484848484848486,,0.0,0.0,,2018,NaT
88,United States of America,2018-11-01,431.0,101.0,0.23433874709976799,2018-11-01,100.0,25.0,0.25,2018,2018
89,Lesotho,2017-06-01,120.0,28.0,0.23333333333333334,2017-07-01,32.0,7.0,0.21875,2017,2017
90,Malawi,2019-05-01,192.0,44.0,0.22916666666666666,,0.0,0.0,,2019,NaT
91,Slovakia,2020-02-01,150.0,34.0,0.22666666666666666,,0.0,0.0,,2020,NaT
92,Chile,2017-11-01,155.0,35.0,0.22580645161290322,2017-11-01,43.0,10.0,0.23255813953488372,2017,2017
93,Czech Republic,2017-10-01,200.0,45.0,0.225,2018-10-01,81.0,12.0,0.14814814814814814,2017,2018
“,Ireland,2020-02-01,160.0,36.0,0.225,2020-03-01,60.0,24.0,0.4,2020,2020
“,Panama,2019-05-01,71.0,16.0,0.22535211267605634,,0.0,0.0,,2019,NaT
96,Montenegro,2020-08-01,81.0,18.0,0.2222222222222222,,0.0,0.0,,2020,NaT
98,Romania,2016-12-01,329.0,72.0,0.2188449848024316,2016-12-01,136.0,20.0,0.14705882352941177,2016,2016
99,Kenya,2017-08-01,349.0,76.0,0.2177650429799427,2017-08-01,68.0,21.0,0.3088235294117647,2017,2017
100,Greece,2019-07-01,300.0,65.0,0.21666666666666667,,0.0,0.0,,2019,NaT
101,Bosnia and Herzegovina,2018-10-01,42.0,9.0,0.21428571428571427,2019-02-01,15.0,3.0,0.2,2018,2019
102,Seychelles,2016-09-01,33.0,7.0,0.21212121212121213,,0.0,0.0,,2016,NaT
“,Uruguay,2019-10-01,99.0,21.0,0.21212121212121213,2019-10-01,31.0,9.0,0.2903225806451613,2019,2019
104,Honduras,2017-11-01,128.0,27.0,0.2109375,,0.0,0.0,,2017,NaT
105,Equatorial Guinea,2017-11-01,100.0,21.0,0.21,2017-11-01,72.0,12.0,0.16666666666666666,2017,2017
106,Bangladesh,2018-12-01,349.0,73.0,0.20916905444126074,,0.0,0.0,,2018,NaT
107,Ukraine,2019-07-01,423.0,88.0,0.20803782505910165,,0.0,0.0,,2019,NaT
108,Morocco,2016-10-01,395.0,81.0,0.20506329113924052,2015-10-01,120.0,14.0,0.11666666666666667,2016,2015
109,Indonesia,2019-04-01,575.0,117.0,0.20347826086956522,,0.0,0.0,,2019,NaT
110,Mauritania,2018-09-01,153.0,31.0,0.20261437908496732,,0.0,0.0,,2018,NaT
111,Pakistan,2018-07-01,342.0,69.0,0.20175438596491227,2018-03-01,104.0,20.0,0.19230769230769232,2018,2018
112,Barbados,2018-05-01,30.0,6.0,0.2,2018-06-01,21.0,9.0,0.42857142857142855,2018,2018
“,Cambodia,2018-07-01,125.0,25.0,0.2,2018-02-01,62.0,10.0,0.16129032258064516,2018,2018
“,Mauritius,2019-11-01,70.0,14.0,0.2,,0.0,0.0,,2019,NaT
115,Saudi Arabia,2016-12-01,151.0,30.0,0.1986754966887417,,0.0,0.0,,2016,NaT
116,Cyprus,2016-05-01,56.0,11.0,0.19642857142857142,,0.0,0.0,,2016,NaT
“,Fiji,2018-11-01,51.0,10.0,0.19607843137254902,,0.0,0.0,,2018,NaT
118,Guatemala,2019-06-01,160.0,31.0,0.19375,,0.0,0.0,,2019,NaT
119,Kyrgyzstan,2015-10-01,120.0,23.0,0.19166666666666668,,0.0,0.0,,2015,NaT
120,Republic of Korea,2020-04-01,300.0,57.0,0.19,,0.0,0.0,,2020,NaT
121,Togo,2018-12-01,91.0,17.0,0.18681318681318682,,0.0,0.0,,2018,NaT
122,Colombia,2018-03-01,169.0,31.0,0.1834319526627219,2018-03-01,106.0,23.0,0.2169811320754717,2018,2018
123,Madagascar,2019-05-01,151.0,27.0,0.17880794701986755,2015-12-01,62.0,12.0,0.1935483870967742,2019,2015
124,Democratic People's Republic of Korea,2019-03-01,687.0,121.0,0.17612809315866085,,0.0,0.0,,2019,NaT
125,Azerbaijan,2020-02-01,121.0,21.0,0.17355371900826447,,0.0,0.0,,2020,NaT
126,Mongolia,2020-06-01,75.0,13.0,0.17333333333333334,,0.0,0.0,,2020,NaT
“,Türkiye,2018-06-01,589.0,102.0,0.1731748726655348,,0.0,0.0,,2018,NaT
128,Niger,2016-02-01,171.0,29.0,0.1695906432748538,,0.0,0.0,,2016,NaT
129,Zambia,2016-08-01,167.0,28.0,0.16766467065868262,,0.0,0.0,,2016,NaT
130,Comoros,2020-01-01,24.0,4.0,0.16666666666666666,,0.0,0.0,,2020,NaT
“,Guinea,2020-03-01,114.0,19.0,0.16666666666666666,,0.0,0.0,,2020,NaT
133,Paraguay,2018-04-01,80.0,13.0,0.1625,2018-04-01,45.0,9.0,0.2,2018,2018
134,Libya,2014-06-01,188.0,30.0,0.1595744680851064,,0.0,0.0,,2014,NaT
135,Russian Federation,2016-09-01,450.0,71.0,0.15777777777777777,,170.0,29.0,0.17058823529411765,2016,NaT
“,Thailand,2019-03-01,489.0,77.0,0.1574642126789366,2019-05-01,250.0,26.0,0.104,2019,2019
137,Chad,2011-02-01,162.0,25.0,0.15432098765432098,,0.0,0.0,,2011,NaT
“,Jordan,2016-09-01,130.0,20.0,0.15384615384615385,2020-09-01,65.0,7.0,0.1076923076923077,2016,2020
139,Egypt,2015-10-01,596.0,90.0,0.15100671140939598,2020-08-01,0.0,0.0,,2015,2020
140,Bahrain,2018-11-01,40.0,6.0,0.15,2018-12-01,40.0,9.0,0.225,2018,2018
141,Bhutan,2018-10-01,47.0,7.0,0.14893617021276595,2018-04-01,25.0,4.0,0.16,2018,2018
“,Malaysia,2018-05-01,222.0,33.0,0.14864864864864866,,68.0,13.0,0.19117647058823528,2018,NaT
143,Gabon,2018-10-01,142.0,21.0,0.14788732394366197,2014-12-01,100.0,18.0,0.18,2018,2014
